id,text,author
id06214,park speckled tents whose flaunting colours gaudy flags waving sunshine added gaiety scene,MWS
id16874,answered one gush tears telling persuaded life goods life cheap exchange,MWS
id05764,heard speech far quarter unaccountably anxious,HPL
id25243,entirely even brilliantly white conceivable teeth,EAP
id21293,sure delicately put broad words feelings might hurt whispered dark hint soft lowe downcast eyes sympathizing smiles whimpers listened quiet countenance every nerve trembled dared utter aye blasphemy,MWS
id11091,remember occasion justine moritz entered family,MWS
id12333,circumstance first elopement mentioned le mercurie tends blend idea seaman naval officer first known led unfortunate crime,EAP
id27209,distinct recollection frequently compressing lips putting forefinger side nose making use gesticulations grimaces common men ease arm chairs meditate upon matters intricacy importance,EAP
id02766,undisturbed oppressive reflections time place company beneath feet philosophically chipped away stony brickwork cursing fragment hit face laughing one struck increasingly excited horse pawed near cypress tree,HPL
id02446,least congenial member one founders sir john hawkins hath since written many misrepresentations society,HPL
id08525,simultaneously developed something like cold draught apparently swept past direction distant sound,HPL
id23071,animal fury orgiastic licence whipped daemoniac heights howls squawking ecstasies tore reverberated nighted woods like pestilential tempests gulfs hell,HPL
id15646,yes promise let us time lose,EAP
id22466,last rush ocean shuddering spirit overwhelmed one grim danger one spectral ever prevalent idea,EAP
id23026,decay worst close waterfront though midst could spy white belfry fairly well preserved brick structure looked like small factory,HPL
id09694,left shoulder,HPL
id16282,deliberate spoke air feeling slightly superior said,HPL
id12310,escaped even cutting bureau time issuance avidly collecting material uncles research,HPL
id23952,bear mind general object newspapers rather create sensation make point cause truth,EAP
id03431,checked evadne exacted promise conceal friends existence england,MWS
id05030,let veil drawn unimaginable sensations guilty father secrets agonized heart may made vulgar,MWS
id16287,descent claimed interest respect former connection adrian favour ambassador whose secretary intimacy lord raymond gave easy access fashionable political circles england,MWS
id27360,must say also words dear cousin little darling william,MWS
id24153,indeed brief period existence latter received impressions outward world save might afforded narrow limits privacy,EAP
id01376,free country ay sir free enough honest folks,MWS
id18786,ellison became neither musician poet although man lived profoundly enamored music poetry,EAP
id20459,whole soul urge forgive entire heart open wide door admit centre forsake never speak,MWS
id20212,unaccountable compelled consider magnetic sympathy soul soul seemed rivet vision whole powers thought feeling upon admirable object,EAP
id23449,sciences straining direction hitherto harmed us little day piecing together dissociated knowledge open terrifying vistas reality frightful position therein shall either go mad revelation flee deadly light peace safety new dark age,HPL
id02744,points ascertained excited curiosity last especial immensely important character consequences,EAP
id01124,friends reside near spot,MWS
id00148,sigh one unto solitude stretch towards heaven long ghastly necks nod fro everlasting heads,EAP
id08803,thousand pounds said thousand pounds said precisely said thousand pounds said said shall said piece virtu drew check upon spot took sketch nose,EAP
id00833,passionate indignant appeals lost upon,MWS
id15380,weve enough stuff one need something,HPL
id04198,oh fie roberts quite bad,EAP
id01776,judge external appearance box divided five compartments three cupboards equal dimensions two drawers occupying portion chest lying beneath cupboards,EAP
id24999,thus losing identity chiefly conscious glory continuity species learn regard death without terror,MWS
id06300,thus feasted eyes perceived last great trepidation almost imperceptible start part lady become suddenly aware intensity gaze,EAP
id08851,three us two brothers crossed islands two oclock p soon nearly loaded smack fine fish remarked plenty day ever known,EAP
id11897,mantelpieces wide high time pieces cabbages sculptured front real time piece makes prodigious ticking top middle flower pot containing cabbage standing extremity way outrider,EAP
id09855,yet another tenant chamber person young zoilus,EAP
id15656,principle vis inertiæ example seems identical physics metaphysics,EAP
id13637,almost saw knew stop,HPL
id09469,slight elevation formed lower boundary little domain crowned neat stone wall sufficient height prevent escape deer,EAP
id17362,attempt however enough disturb balance stagger forward several steps avoid falling,HPL
id12041,would sometimes draw tattered pocket carefully unwrap covering tissue paper gaze upon hours expression ineffable sadness tenderness,HPL
id04689,besought therefore leave solitary isle meet perth might proceed southwards together,MWS
id27576,chamber mansion fled aghast,EAP
id16288,patients extremities icy coldness,EAP
id17742,short good burghers fond sauer kraut proud clocks,EAP
id05718,idris could refrain smile listened already gathered family alive health though apt forget precipice time stood yet could perceive amused moment contrast contracted view long taken human life seven league strides merrival paced coming eternity,MWS
id05716,aeons dwelt wandered blissfully gardens quaint pagodas peep pleasing clumps bushes white walks bordered delicate blossoms,HPL
id02936,write il pover huomo che non sen era accorto andava combattendo e era morto thats italian perceive ariosto,EAP
id16590,theyre hard get started get started never let,HPL
id05131,said dupin upon inquiring boy means effected thorough identification success consisted received answer follows wish find wise stupid good wicked one thoughts moment fashion expression face accurately possible accordance expression wait see thoughts sentiments arise mind heart match correspond expression,EAP
